spend_id,date,channel,campaign_id,spend_amount
SPEND-000897,2025-05-09,Paid Search,CMP-0029,125.22
SPEND-000898,2025-05-09,Paid Search,CMP-0030,534.49
SPEND-000899,2025-05-09,Paid Social,CMP-0031,51.71
SPEND-000900,2025-05-09,Paid Social,CMP-0032,271.7
SPEND-000901,2025-05-09,Email,CMP-0033,50.16
SPEND-000902,2025-05-09,Affiliate,CMP-0034,216.73
SPEND-000903,2025-05-09,Display,CMP-0035,177.83
SPEND-000904,2025-05-10,Paid Search,CMP-0029,399.59
SPEND-000905,2025-05-10,Paid Search,CMP-0030,183.8
SPEND-000906,2025-05-10,Paid Social,CMP-0031,150.45
SPEND-000907,2025-05-10,Paid Social,CMP-0032,49.09
SPEND-000908,2025-05-10,Email,CMP-0033,66.71
SPEND-000909,2025-05-10,Affiliate,CMP-0034,115.17
SPEND-000910,2025-05-10,Display,CMP-0035,181.91
SPEND-000911,2025-05-11,Paid Search,CMP-0029,311.84
SPEND-000912,2025-05-11,Paid Search,CMP-0030,89.36
SPEND-000913,2025-05-11,Paid Social,CMP-0031,94.66
SPEND-000914,2025-05-11,Paid Social,CMP-0032,302.97
SPEND-000915,2025-05-11,Email,CMP-0033,86.53
SPEND-000916,2025-05-11,Affiliate,CMP-0034,197.92
SPEND-000917,2025-05-11,Display,CMP-0035,308.67
SPEND-000918,2025-05-12,Paid Search,CMP-0029,239.66
SPEND-000919,2025-05-12,Paid Search,CMP-0030,285.07
SPEND-000920,2025-05-12,Paid Social,CMP-0031,64.9
SPEND-000921,2025-05-12,Paid Social,CMP-0032,329.42
SPEND-000922,2025-05-12,Email,CMP-0033,86.18
SPEND-000923,2025-05-12,Affiliate,CMP-0034,266.05
SPEND-000924,2025-05-12,Display,CMP-0035,498.38
SPEND-000925,2025-05-13,Paid Search,CMP-0029,301.34
SPEND-000926,2025-05-13,Paid Search,CMP-0030,299.2
SPEND-000927,2025-05-13,Paid Social,CMP-0031,103.45
SPEND-000928,2025-05-13,Paid Social,CMP-0032,309.89
SPEND-000929,2025-05-13,Email,CMP-0033,109.55
SPEND-000930,2025-05-13,Affiliate,CMP-0034,307.01
SPEND-000931,2025-05-13,Display,CMP-0035,304.37
SPEND-000932,2025-05-14,Paid Search,CMP-0029,347.46
SPEND-000933,2025-05-14,Paid Search,CMP-0030,138.66
SPEND-000934,2025-05-14,Paid Social,CMP-0031,379.96
SPEND-000935,2025-05-14,Paid Social,CMP-0032,63.83
SPEND-000936,2025-05-14,Email,CMP-0033,97.55
SPEND-000937,2025-05-14,Affiliate,CMP-0034,280.42
SPEND-000938,2025-05-14,Display,CMP-0035,254.02
SPEND-000939,2025-05-15,Paid Search,CMP-0029,94.7
SPEND-000940,2025-05-15,Paid Search,CMP-0030,409.5
SPEND-000941,2025-05-15,Paid Social,CMP-0031,106.44
SPEND-000942,2025-05-15,Paid Social,CMP-0032,392.0
SPEND-000943,2025-05-15,Email,CMP-0033,99.46
SPEND-000944,2025-05-15,Affiliate,CMP-0034,249.09
SPEND-000945,2025-05-15,Display,CMP-0035,284.58
SPEND-000946,2025-05-16,Paid Search,CMP-0029,546.36
SPEND-000947,2025-05-16,Paid Search,CMP-0030,201.94
SPEND-000948,2025-05-16,Paid Social,CMP-0031,184.14
SPEND-000949,2025-05-16,Paid Social,CMP-0032,316.98
SPEND-000950,2025-05-16,Email,CMP-0033,58.88
SPEND-000951,2025-05-16,Affiliate,CMP-0034,254.72
SPEND-000952,2025-05-16,Display,CMP-0035,452.19
SPEND-000953,2025-05-17,Paid Search,CMP-0029,38.78
SPEND-000954,2025-05-17,Paid Search,CMP-0030,336.47
SPEND-000955,2025-05-17,Paid Social,CMP-0031,287.15
SPEND-000956,2025-05-17,Paid Social,CMP-0032,113.68
SPEND-000957,2025-05-17,Email,CMP-0033,64.42
SPEND-000958,2025-05-17,Affiliate,CMP-0034,114.95
SPEND-000959,2025-05-17,Display,CMP-0035,253.6
SPEND-000960,2025-05-18,Paid Search,CMP-0029,12.67
SPEND-000961,2025-05-18,Paid Search,CMP-0030,231.21
SPEND-000962,2025-05-18,Paid Social,CMP-0031,94.72
SPEND-000963,2025-05-18,Paid Social,CMP-0032,221.06
SPEND-000964,2025-05-18,Email,CMP-0033,89.14
SPEND-000965,2025-05-18,Affiliate,CMP-0034,264.37
SPEND-000966,2025-05-18,Display,CMP-0035,248.47
SPEND-000967,2025-05-19,Paid Search,CMP-0029,408.34
SPEND-000968,2025-05-19,Paid Search,CMP-0030,342.17
SPEND-000969,2025-05-19,Paid Social,CMP-0031,153.86
SPEND-000970,2025-05-19,Paid Social,CMP-0032,393.39
SPEND-000971,2025-05-19,Email,CMP-0033,106.24
SPEND-000972,2025-05-19,Affiliate,CMP-0034,235.42
SPEND-000973,2025-05-19,Display,CMP-0035,226.91
SPEND-000974,2025-05-20,Paid Search,CMP-0029,152.9
SPEND-000975,2025-05-20,Paid Search,CMP-0030,609.09
SPEND-000976,2025-05-20,Paid Social,CMP-0031,100.11
SPEND-000977,2025-05-20,Paid Social,CMP-0032,311.6
SPEND-000978,2025-05-20,Email,CMP-0033,124.52
SPEND-000979,2025-05-20,Affiliate,CMP-0034,185.55
SPEND-000980,2025-05-20,Display,CMP-0035,310.99
SPEND-000981,2025-05-21,Paid Search,CMP-0029,100.43
SPEND-000982,2025-05-21,Paid Search,CMP-0030,306.25
SPEND-000983,2025-05-21,Paid Social,CMP-0031,423.2
SPEND-000984,2025-05-21,Paid Social,CMP-0032,77.68
SPEND-000985,2025-05-21,Email,CMP-0033,113.89
SPEND-000986,2025-05-21,Affiliate,CMP-0034,299.59
SPEND-000987,2025-05-21,Display,CMP-0035,311.49
SPEND-000988,2025-05-22,Paid Search,CMP-0029,205.7
SPEND-000989,2025-05-22,Paid Search,CMP-0030,85.7
SPEND-000990,2025-05-22,Paid Social,CMP-0031,321.29
SPEND-000991,2025-05-22,Paid Social,CMP-0032,189.91
SPEND-000992,2025-05-22,Email,CMP-0033,75.07
SPEND-000993,2025-05-22,Affiliate,CMP-0034,316.43
SPEND-000994,2025-05-22,Display,CMP-0035,469.44
SPEND-000995,2025-05-23,Paid Search,CMP-0029,459.1
SPEND-000996,2025-05-23,Paid Search,CMP-0030,179.6
SPEND-000997,2025-05-23,Paid Social,CMP-0031,17.68
SPEND-000998,2025-05-23,Paid Social,CMP-0032,304.9
SPEND-000999,2025-05-23,Email,CMP-0033,99.47
SPEND-001000,2025-05-23,Affiliate,CMP-0034,261.2
SPEND-001001,2025-05-23,Display,CMP-0035,383.95
SPEND-001002,2025-05-24,Paid Search,CMP-0029,208.47
SPEND-001003,2025-05-24,Paid Search,CMP-0030,116.81
SPEND-001004,2025-05-24,Paid Social,CMP-0031,357.77
SPEND-001005,2025-05-24,Paid Social,CMP-0032,8.18
SPEND-001006,2025-05-24,Email,CMP-0033,75.75
SPEND-001007,2025-05-24,Affiliate,CMP-0034,209.35
SPEND-001008,2025-05-24,Display,CMP-0035,283.69
SPEND-001009,2025-05-25,Paid Search,CMP-0029,10.58
SPEND-001010,2025-05-25,Paid Search,CMP-0030,371.53
SPEND-001011,2025-05-25,Paid Social,CMP-0031,218.62
SPEND-001012,2025-05-25,Paid Social,CMP-0032,120.68
SPEND-001013,2025-05-25,Email,CMP-0033,69.77
SPEND-001014,2025-05-25,Affiliate,CMP-0034,119.73
SPEND-001015,2025-05-25,Display,CMP-0035,207.52
SPEND-001016,2025-05-26,Paid Search,CMP-0029,286.96
SPEND-001017,2025-05-26,Paid Search,CMP-0030,327.69
SPEND-001018,2025-05-26,Paid Social,CMP-0031,177.37
SPEND-001019,2025-05-26,Paid Social,CMP-0032,336.11
SPEND-001020,2025-05-26,Email,CMP-0033,85.56
SPEND-001021,2025-05-26,Affiliate,CMP-0034,298.73
SPEND-001022,2025-05-26,Display,CMP-0035,270.19
SPEND-001023,2025-05-27,Paid Search,CMP-0029,459.95
SPEND-001024,2025-05-27,Paid Search,CMP-0030,132.2
SPEND-001025,2025-05-27,Paid Social,CMP-0031,184.84
SPEND-001026,2025-05-27,Paid Social,CMP-0032,74.28
SPEND-001027,2025-05-27,Email,CMP-0033,89.66
SPEND-001028,2025-05-27,Affiliate,CMP-0034,358.9
SPEND-001029,2025-05-27,Display,CMP-0035,464.55
SPEND-001030,2025-05-28,Paid Search,CMP-0029,319.17
SPEND-001031,2025-05-28,Paid Search,CMP-0030,156.77
SPEND-001032,2025-05-28,Paid Social,CMP-0031,264.56
SPEND-001033,2025-05-28,Paid Social,CMP-0032,200.34
SPEND-001034,2025-05-28,Email,CMP-0033,106.97
SPEND-001035,2025-05-28,Affiliate,CMP-0034,233.13
SPEND-001036,2025-05-28,Display,CMP-0035,350.04
SPEND-001037,2025-05-29,Paid Search,CMP-0029,438.41
SPEND-001038,2025-05-29,Paid Search,CMP-0030,120.13
SPEND-001039,2025-05-29,Paid Social,CMP-0031,7.41
SPEND-001040,2025-05-29,Paid Social,CMP-0032,419.16
SPEND-001041,2025-05-29,Email,CMP-0033,91.8
SPEND-001042,2025-05-29,Affiliate,CMP-0034,318.08
SPEND-001043,2025-05-29,Display,CMP-0035,426.75
SPEND-001044,2025-05-30,Paid Search,CMP-0029,359.72
SPEND-001045,2025-05-30,Paid Search,CMP-0030,265.72
SPEND-001046,2025-05-30,Paid Social,CMP-0031,275.67
SPEND-001047,2025-05-30,Paid Social,CMP-0032,80.56
SPEND-001048,2025-05-30,Email,CMP-0033,90.2
SPEND-001049,2025-05-30,Affiliate,CMP-0034,195.71
SPEND-001050,2025-05-30,Display,CMP-0035,517.31
SPEND-001051,2025-05-31,Paid Search,CMP-0029,328.04
SPEND-001052,2025-05-31,Paid Search,CMP-0030,147.73
SPEND-001053,2025-05-31,Paid Social,CMP-0031,30.53
SPEND-001054,2025-05-31,Paid Social,CMP-0032,488.08
SPEND-001055,2025-05-31,Email,CMP-0033,80.65
SPEND-001056,2025-05-31,Affiliate,CMP-0034,194.64
SPEND-001057,2025-05-31,Display,CMP-0035,210.19
SPEND-001058,2025-06-01,Paid Search,CMP-0036,236.16
SPEND-001059,2025-06-01,Paid Search,CMP-0037,327.52
SPEND-001060,2025-06-01,Paid Social,CMP-0038,279.41
SPEND-001061,2025-06-01,Paid Social,CMP-0039,160.89
SPEND-001062,2025-06-01,Email,CMP-0040,104.32
SPEND-001063,2025-06-01,Affiliate,CMP-0041,146.93
SPEND-001064,2025-06-01,Display,CMP-0042,312.3
SPEND-001065,2025-06-02,Paid Search,CMP-0036,195.68
SPEND-001066,2025-06-02,Paid Search,CMP-0037,425.51
SPEND-001067,2025-06-02,Paid Social,CMP-0038,216.22
SPEND-001068,2025-06-02,Paid Social,CMP-0039,263.78
SPEND-001069,2025-06-02,Email,CMP-0040,90.26
SPEND-001070,2025-06-02,Affiliate,CMP-0041,179.85
SPEND-001071,2025-06-02,Display,CMP-0042,377.33
SPEND-001072,2025-06-03,Paid Search,CMP-0036,150.29
SPEND-001073,2025-06-03,Paid Search,CMP-0037,560.75
SPEND-001074,2025-06-03,Paid Social,CMP-0038,101.41
SPEND-001075,2025-06-03,Paid Social,CMP-0039,262.24
SPEND-001076,2025-06-03,Email,CMP-0040,108.61
SPEND-001077,2025-06-03,Affiliate,CMP-0041,112.54
SPEND-001078,2025-06-03,Display,CMP-0042,308.36
SPEND-001079,2025-06-04,Paid Search,CMP-0036,417.59
SPEND-001080,2025-06-04,Paid Search,CMP-0037,126.06
SPEND-001081,2025-06-04,Paid Social,CMP-0038,30.43
SPEND-001082,2025-06-04,Paid Social,CMP-0039,543.73
SPEND-001083,2025-06-04,Email,CMP-0040,56.05
SPEND-001084,2025-06-04,Affiliate,CMP-0041,203.65
SPEND-001085,2025-06-04,Display,CMP-0042,376.1
SPEND-001086,2025-06-05,Paid Search,CMP-0036,207.61
SPEND-001087,2025-06-05,Paid Search,CMP-0037,333.91
SPEND-001088,2025-06-05,Paid Social,CMP-0038,421.02
SPEND-001089,2025-06-05,Paid Social,CMP-0039,78.01
SPEND-001090,2025-06-05,Email,CMP-0040,89.69
SPEND-001091,2025-06-05,Affiliate,CMP-0041,262.68
SPEND-001092,2025-06-05,Display,CMP-0042,438.63
SPEND-001093,2025-06-06,Paid Search,CMP-0036,216.31
SPEND-001094,2025-06-06,Paid Search,CMP-0037,396.13
SPEND-001095,2025-06-06,Paid Social,CMP-0038,391.29
SPEND-001096,2025-06-06,Paid Social,CMP-0039,37.35
SPEND-001097,2025-06-06,Email,CMP-0040,98.22
SPEND-001098,2025-06-06,Affiliate,CMP-0041,360.29
SPEND-001099,2025-06-06,Display,CMP-0042,372.21
SPEND-001100,2025-06-07,Paid Search,CMP-0036,162.86
SPEND-001101,2025-06-07,Paid Search,CMP-0037,299.27
SPEND-001102,2025-06-07,Paid Social,CMP-0038,124.8
SPEND-001103,2025-06-07,Paid Social,CMP-0039,342.67
SPEND-001104,2025-06-07,Email,CMP-0040,89.84
SPEND-001105,2025-06-07,Affiliate,CMP-0041,190.76
SPEND-001106,2025-06-07,Display,CMP-0042,214.79
SPEND-001107,2025-06-08,Paid Search,CMP-0036,177.65
SPEND-001108,2025-06-08,Paid Search,CMP-0037,129.29
SPEND-001109,2025-06-08,Paid Social,CMP-0038,16.64
SPEND-001110,2025-06-08,Paid Social,CMP-0039,278.76
SPEND-001111,2025-06-08,Email,CMP-0040,90.0
SPEND-001112,2025-06-08,Affiliate,CMP-0041,167.0
SPEND-001113,2025-06-08,Display,CMP-0042,257.46
SPEND-001114,2025-06-09,Paid Search,CMP-0036,183.86
SPEND-001115,2025-06-09,Paid Search,CMP-0037,458.62
SPEND-001116,2025-06-09,Paid Social,CMP-0038,286.26
SPEND-001117,2025-06-09,Paid Social,CMP-0039,179.67
SPEND-001118,2025-06-09,Email,CMP-0040,85.33
SPEND-001119,2025-06-09,Affiliate,CMP-0041,278.25
SPEND-001120,2025-06-09,Display,CMP-0042,371.25
SPEND-001121,2025-06-10,Paid Search,CMP-0036,366.04
SPEND-001122,2025-06-10,Paid Search,CMP-0037,203.68
SPEND-001123,2025-06-10,Paid Social,CMP-0038,60.12
SPEND-001124,2025-06-10,Paid Social,CMP-0039,448.52
SPEND-001125,2025-06-10,Email,CMP-0040,113.5
SPEND-001126,2025-06-10,Affiliate,CMP-0041,237.25
SPEND-001127,2025-06-10,Display,CMP-0042,395.13
SPEND-001128,2025-06-11,Paid Search,CMP-0036,542.34
SPEND-001129,2025-06-11,Paid Search,CMP-0037,105.09
SPEND-001130,2025-06-11,Paid Social,CMP-0038,456.08
SPEND-001131,2025-06-11,Paid Social,CMP-0039,35.77
SPEND-001132,2025-06-11,Email,CMP-0040,115.01
SPEND-001133,2025-06-11,Affiliate,CMP-0041,203.99
SPEND-001134,2025-06-11,Display,CMP-0042,427.9
SPEND-001135,2025-06-12,Paid Search,CMP-0036,431.5
SPEND-001136,2025-06-12,Paid Search,CMP-0037,320.23
SPEND-001137,2025-06-12,Paid Social,CMP-0038,296.49
SPEND-001138,2025-06-12,Paid Social,CMP-0039,19.13
SPEND-001139,2025-06-12,Email,CMP-0040,112.01
SPEND-001140,2025-06-12,Affiliate,CMP-0041,299.3
SPEND-001141,2025-06-12,Display,CMP-0042,279.29
SPEND-001142,2025-06-13,Paid Search,CMP-0036,258.04
SPEND-001143,2025-06-13,Paid Search,CMP-0037,249.46
SPEND-001144,2025-06-13,Paid Social,CMP-0038,60.01
SPEND-001145,2025-06-13,Paid Social,CMP-0039,526.9
SPEND-001146,2025-06-13,Email,CMP-0040,112.79
SPEND-001147,2025-06-13,Affiliate,CMP-0041,247.55
SPEND-001148,2025-06-13,Display,CMP-0042,311.04
SPEND-001149,2025-06-14,Paid Search,CMP-0036,353.25
SPEND-001150,2025-06-14,Paid Search,CMP-0037,8.85
SPEND-001151,2025-06-14,Paid Social,CMP-0038,216.27
SPEND-001152,2025-06-14,Paid Social,CMP-0039,118.49
SPEND-001153,2025-06-14,Email,CMP-0040,64.22
SPEND-001154,2025-06-14,Affiliate,CMP-0041,242.73
SPEND-001155,2025-06-14,Display,CMP-0042,376.93
SPEND-001156,2025-06-15,Paid Search,CMP-0036,236.83
SPEND-001157,2025-06-15,Paid Search,CMP-0037,245.21
SPEND-001158,2025-06-15,Paid Social,CMP-0038,275.61
SPEND-001159,2025-06-15,Paid Social,CMP-0039,63.26
SPEND-001160,2025-06-15,Email,CMP-0040,67.98
SPEND-001161,2025-06-15,Affiliate,CMP-0041,202.93
SPEND-001162,2025-06-15,Display,CMP-0042,215.09
SPEND-001163,2025-06-16,Paid Search,CMP-0036,326.35
SPEND-001164,2025-06-16,Paid Search,CMP-0037,211.02
SPEND-001165,2025-06-16,Paid Social,CMP-0038,229.65
SPEND-001166,2025-06-16,Paid Social,CMP-0039,324.53
SPEND-001167,2025-06-16,Email,CMP-0040,94.13
SPEND-001168,2025-06-16,Affiliate,CMP-0041,251.94
SPEND-001169,2025-06-16,Display,CMP-0042,266.14
SPEND-001170,2025-06-17,Paid Search,CMP-0036,89.81
SPEND-001171,2025-06-17,Paid Search,CMP-0037,525.96
SPEND-001172,2025-06-17,Paid Social,CMP-0038,509.13
SPEND-001173,2025-06-17,Paid Social,CMP-0039,122.93
SPEND-001174,2025-06-17,Email,CMP-0040,72.67
SPEND-001175,2025-06-17,Affiliate,CMP-0041,252.99
SPEND-001176,2025-06-17,Display,CMP-0042,388.56
SPEND-001177,2025-06-18,Paid Search,CMP-0036,664.14
SPEND-001178,2025-06-18,Paid Search,CMP-0037,44.59
SPEND-001179,2025-06-18,Paid Social,CMP-0038,15.03
SPEND-001180,2025-06-18,Paid Social,CMP-0039,431.26
SPEND-001181,2025-06-18,Email,CMP-0040,135.46
SPEND-001182,2025-06-18,Affiliate,CMP-0041,316.67
SPEND-001183,2025-06-18,Display,CMP-0042,352.31
SPEND-001184,2025-06-19,Paid Search,CMP-0036,249.49
SPEND-001185,2025-06-19,Paid Search,CMP-0037,371.84
SPEND-001186,2025-06-19,Paid Social,CMP-0038,271.49
SPEND-001187,2025-06-19,Paid Social,CMP-0039,20.88
SPEND-001188,2025-06-19,Email,CMP-0040,118.17
SPEND-001189,2025-06-19,Affiliate,CMP-0041,208.43
SPEND-001190,2025-06-19,Display,CMP-0042,356.26
SPEND-001191,2025-06-20,Paid Search,CMP-0036,620.89
SPEND-001192,2025-06-20,Paid Search,CMP-0037,115.22
SPEND-001193,2025-06-20,Paid Social,CMP-0038,388.13
SPEND-001194,2025-06-20,Paid Social,CMP-0039,106.94
SPEND-001195,2025-06-20,Email,CMP-0040,128.04
SPEND-001196,2025-06-20,Affiliate,CMP-0041,257.21
SPEND-001197,2025-06-20,Display,CMP-0042,249.43
SPEND-001198,2025-06-21,Paid Search,CMP-0036,179.93
SPEND-001199,2025-06-21,Paid Search,CMP-0037,443.29
SPEND-001200,2025-06-21,Paid Social,CMP-0038,229.42
SPEND-001201,2025-06-21,Paid Social,CMP-0039,114.84
SPEND-001202,2025-06-21,Email,CMP-0040,75.39
SPEND-001203,2025-06-21,Affiliate,CMP-0041,145.62
SPEND-001204,2025-06-21,Display,CMP-0042,225.29
SPEND-001205,2025-06-22,Paid Search,CMP-0036,455.93
SPEND-001206,2025-06-22,Paid Search,CMP-0037,109.25
SPEND-001207,2025-06-22,Paid Social,CMP-0038,38.44
SPEND-001208,2025-06-22,Paid Social,CMP-0039,304.67
SPEND-001209,2025-06-22,Email,CMP-0040,93.21
SPEND-001210,2025-06-22,Affiliate,CMP-0041,182.78
SPEND-001211,2025-06-22,Display,CMP-0042,207.59
SPEND-001212,2025-06-23,Paid Search,CMP-0036,597.78
SPEND-001213,2025-06-23,Paid Search,CMP-0037,78.32
SPEND-001214,2025-06-23,Paid Social,CMP-0038,262.1
SPEND-001215,2025-06-23,Paid Social,CMP-0039,67.49
SPEND-001216,2025-06-23,Email,CMP-0040,66.22
SPEND-001217,2025-06-23,Affiliate,CMP-0041,336.28
SPEND-001218,2025-06-23,Display,CMP-0042,347.38
SPEND-001219,2025-06-24,Paid Search,CMP-0036,405.46
SPEND-001220,2025-06-24,Paid Search,CMP-0037,275.89
SPEND-001221,2025-06-24,Paid Social,CMP-0038,601.44
SPEND-001222,2025-06-24,Paid Social,CMP-0039,48.97
SPEND-001223,2025-06-24,Email,CMP-0040,106.35
SPEND-001224,2025-06-24,Affiliate,CMP-0041,372.56
SPEND-001225,2025-06-24,Display,CMP-0042,386.07
SPEND-001226,2025-06-25,Paid Search,CMP-0036,162.49
SPEND-001227,2025-06-25,Paid Search,CMP-0037,545.9
SPEND-001228,2025-06-25,Paid Social,CMP-0038,547.73
SPEND-001229,2025-06-25,Paid Social,CMP-0039,222.85
SPEND-001230,2025-06-25,Email,CMP-0040,103.59
SPEND-001231,2025-06-25,Affiliate,CMP-0041,252.6
SPEND-001232,2025-06-25,Display,CMP-0042,325.87
SPEND-001233,2025-06-26,Paid Search,CMP-0036,455.15
SPEND-001234,2025-06-26,Paid Search,CMP-0037,78.7
SPEND-001235,2025-06-26,Paid Social,CMP-0038,204.16
SPEND-001236,2025-06-26,Paid Social,CMP-0039,326.43
SPEND-001237,2025-06-26,Email,CMP-0040,83.36
SPEND-001238,2025-06-26,Affiliate,CMP-0041,307.18
SPEND-001239,2025-06-26,Display,CMP-0042,267.03
SPEND-001240,2025-06-27,Paid Search,CMP-0036,126.87
SPEND-001241,2025-06-27,Paid Search,CMP-0037,692.96
SPEND-001242,2025-06-27,Paid Social,CMP-0038,64.7
SPEND-001243,2025-06-27,Paid Social,CMP-0039,308.81
SPEND-001244,2025-06-27,Email,CMP-0040,77.04
SPEND-001245,2025-06-27,Affiliate,CMP-0041,232.27
SPEND-001246,2025-06-27,Display,CMP-0042,350.27
SPEND-001247,2025-06-28,Paid Search,CMP-0036,286.74
SPEND-001248,2025-06-28,Paid Search,CMP-0037,152.54
SPEND-001249,2025-06-28,Paid Social,CMP-0038,118.12
SPEND-001250,2025-06-28,Paid Social,CMP-0039,293.78
SPEND-001251,2025-06-28,Email,CMP-0040,100.1
SPEND-001252,2025-06-28,Affiliate,CMP-0041,154.89
SPEND-001253,2025-06-28,Display,CMP-0042,191.46
SPEND-001254,2025-06-29,Paid Search,CMP-0036,106.39
SPEND-001255,2025-06-29,Paid Search,CMP-0037,277.36
SPEND-001256,2025-06-29,Paid Social,CMP-0038,38.9
SPEND-001257,2025-06-29,Paid Social,CMP-0039,378.6
SPEND-001258,2025-06-29,Email,CMP-0040,77.6
SPEND-001259,2025-06-29,Affiliate,CMP-0041,94.09
SPEND-001260,2025-06-29,Display,CMP-0042,127.13
SPEND-001261,2025-06-30,Paid Search,CMP-0036,13.53
SPEND-001262,2025-06-30,Paid Search,CMP-0037,563.2
SPEND-001263,2025-06-30,Paid Social,CMP-0038,218.55
SPEND-001264,2025-06-30,Paid Social,CMP-0039,412.23
SPEND-001265,2025-06-30,Email,CMP-0040,127.56
SPEND-001266,2025-06-30,Affiliate,CMP-0041,294.33
SPEND-001267,2025-06-30,Display,CMP-0042,303.23
SPEND-001268,2025-07-01,Paid Search,CMP-0043,510.29
SPEND-001269,2025-07-01,Paid Search,CMP-0044,82.13
SPEND-001270,2025-07-01,Paid Social,CMP-0045,238.59
SPEND-001271,2025-07-01,Paid Social,CMP-0046,259.94
SPEND-001272,2025-07-01,Email,CMP-0047,86.85
SPEND-001273,2025-07-01,Affiliate,CMP-0048,235.76
SPEND-001274,2025-07-01,Display,CMP-0049,291.4
SPEND-001275,2025-07-02,Paid Search,CMP-0043,518.63
SPEND-001276,2025-07-02,Paid Search,CMP-0044,9.02
SPEND-001277,2025-07-02,Paid Social,CMP-0045,66.75
SPEND-001278,2025-07-02,Paid Social,CMP-0046,416.35
SPEND-001279,2025-07-02,Email,CMP-0047,84.13
SPEND-001280,2025-07-02,Affiliate,CMP-0048,338.49
SPEND-001281,2025-07-02,Display,CMP-0049,426.06
SPEND-001282,2025-07-03,Paid Search,CMP-0043,540.57
SPEND-001283,2025-07-03,Paid Search,CMP-0044,196.84
SPEND-001284,2025-07-03,Paid Social,CMP-0045,135.79
SPEND-001285,2025-07-03,Paid Social,CMP-0046,300.96
SPEND-001286,2025-07-03,Email,CMP-0047,103.12
SPEND-001287,2025-07-03,Affiliate,CMP-0048,190.98
SPEND-001288,2025-07-03,Display,CMP-0049,384.0
SPEND-001289,2025-07-04,Paid Search,CMP-0043,499.9
SPEND-001290,2025-07-04,Paid Search,CMP-0044,52.88
SPEND-001291,2025-07-04,Paid Social,CMP-0045,431.26
SPEND-001292,2025-07-04,Paid Social,CMP-0046,80.4
SPEND-001293,2025-07-04,Email,CMP-0047,83.92
SPEND-001294,2025-07-04,Affiliate,CMP-0048,244.32
SPEND-001295,2025-07-04,Display,CMP-0049,329.03
SPEND-001296,2025-07-05,Paid Search,CMP-0043,340.21
SPEND-001297,2025-07-05,Paid Search,CMP-0044,273.71
SPEND-001298,2025-07-05,Paid Social,CMP-0045,22.25
SPEND-001299,2025-07-05,Paid Social,CMP-0046,364.25
SPEND-001300,2025-07-05,Email,CMP-0047,76.73
SPEND-001301,2025-07-05,Affiliate,CMP-0048,91.13
SPEND-001302,2025-07-05,Display,CMP-0049,344.18
SPEND-001303,2025-07-06,Paid Search,CMP-0043,68.29
SPEND-001304,2025-07-06,Paid Search,CMP-0044,236.31
SPEND-001305,2025-07-06,Paid Social,CMP-0045,237.24
SPEND-001306,2025-07-06,Paid Social,CMP-0046,12.9
SPEND-001307,2025-07-06,Email,CMP-0047,73.35
SPEND-001308,2025-07-06,Affiliate,CMP-0048,193.73
SPEND-001309,2025-07-06,Display,CMP-0049,318.8
SPEND-001310,2025-07-07,Paid Search,CMP-0043,72.28
SPEND-001311,2025-07-07,Paid Search,CMP-0044,675.52
SPEND-001312,2025-07-07,Paid Social,CMP-0045,258.25
SPEND-001313,2025-07-07,Paid Social,CMP-0046,186.09
SPEND-001314,2025-07-07,Email,CMP-0047,113.28
SPEND-001315,2025-07-07,Affiliate,CMP-0048,302.98
SPEND-001316,2025-07-07,Display,CMP-0049,374.51
SPEND-001317,2025-07-08,Paid Search,CMP-0043,209.19
SPEND-001318,2025-07-08,Paid Search,CMP-0044,167.79
SPEND-001319,2025-07-08,Paid Social,CMP-0045,520.22
SPEND-001320,2025-07-08,Paid Social,CMP-0046,26.6
SPEND-001321,2025-07-08,Email,CMP-0047,81.94
SPEND-001322,2025-07-08,Affiliate,CMP-0048,186.78
SPEND-001323,2025-07-08,Display,CMP-0049,379.17
SPEND-001324,2025-07-09,Paid Search,CMP-0043,165.82
SPEND-001325,2025-07-09,Paid Search,CMP-0044,467.88
SPEND-001326,2025-07-09,Paid Social,CMP-0045,359.41
SPEND-001327,2025-07-09,Paid Social,CMP-0046,15.86
SPEND-001328,2025-07-09,Email,CMP-0047,106.25
SPEND-001329,2025-07-09,Affiliate,CMP-0048,300.71
SPEND-001330,2025-07-09,Display,CMP-0049,429.52
SPEND-001331,2025-07-10,Paid Search,CMP-0043,429.74
SPEND-001332,2025-07-10,Paid Search,CMP-0044,330.91
SPEND-001333,2025-07-10,Paid Social,CMP-0045,391.48
SPEND-001334,2025-07-10,Paid Social,CMP-0046,232.11
SPEND-001335,2025-07-10,Email,CMP-0047,151.13
SPEND-001336,2025-07-10,Affiliate,CMP-0048,336.0
SPEND-001337,2025-07-10,Display,CMP-0049,418.16
SPEND-001338,2025-07-11,Paid Search,CMP-0043,363.85
SPEND-001339,2025-07-11,Paid Search,CMP-0044,180.15
SPEND-001340,2025-07-11,Paid Social,CMP-0045,335.13
SPEND-001341,2025-07-11,Paid Social,CMP-0046,247.57
SPEND-001342,2025-07-11,Email,CMP-0047,124.13
SPEND-001343,2025-07-11,Affiliate,CMP-0048,305.62
SPEND-001344,2025-07-11,Display,CMP-0049,248.47
