customer_id,signup_date,region,acquisition_channel,segment
CUST-02093,2025-10-21,South,Email,Returning
CUST-02094,2025-03-14,West,Display,New
CUST-02095,2025-03-01,Midwest,Paid Search,Returning
CUST-02096,2025-10-12,South,Email,Returning
CUST-02097,2025-12-10,Northeast,Email,VIP
CUST-02098,2025-11-11,West,Display,New
CUST-02099,2025-10-02,Northeast,Organic/Direct,Returning
CUST-02100,2025-04-01,Northeast,Display,New
CUST-02101,2025-11-30,Northeast,Email,Returning
CUST-02102,2025-09-01,West,Paid Search,VIP
CUST-02103,2025-03-04,Northeast,Affiliate,VIP
CUST-02104,2025-02-17,South,Organic/Direct,New
CUST-02105,2025-11-14,South,Organic/Direct,New
CUST-02106,2025-04-11,South,Organic/Direct,Returning
CUST-02107,2025-10-07,Northeast,Paid Search,Returning
CUST-02108,2025-02-20,Northeast,Display,VIP
CUST-02109,2025-04-13,Midwest,Organic/Direct,New
CUST-02110,2025-04-14,Northeast,Affiliate,Returning
CUST-02111,2025-04-13,South,Affiliate,Returning
CUST-02112,2025-09-04,Midwest,Email,New
CUST-02113,2025-11-30,Midwest,Affiliate,New
CUST-02114,2025-11-29,Northeast,Paid Social,Returning
CUST-02115,2025-09-28,South,Paid Search,New
CUST-02116,2025-03-15,Northeast,Organic/Direct,Returning
CUST-02117,2025-12-17,South,Organic/Direct,Returning
CUST-02118,2025-07-17,Northeast,Organic/Direct,New
CUST-02119,2025-07-19,West,Paid Social,New
CUST-02120,2025-09-14,South,Paid Search,VIP
CUST-02121,2025-10-08,Northeast,Paid Social,Returning
CUST-02122,2025-12-14,Northeast,Organic/Direct,Returning
CUST-02123,2025-08-01,Midwest,Affiliate,Returning
CUST-02124,2025-08-11,Northeast,Organic/Direct,Returning
CUST-02125,2025-09-30,Northeast,Paid Social,VIP
CUST-02126,2025-04-04,West,Email,Returning
CUST-02127,2025-04-23,South,Display,New
CUST-02128,2025-08-17,Northeast,Paid Search,New
CUST-02129,2025-01-24,South,Organic/Direct,New
CUST-02130,2025-04-27,Northeast,Affiliate,Returning
CUST-02131,2025-09-20,West,Paid Search,New
CUST-02132,2025-12-23,Northeast,Paid Search,Returning
CUST-02133,2025-07-09,South,Organic/Direct,VIP
CUST-02134,2025-05-26,South,Affiliate,New
CUST-02135,2025-06-10,Northeast,Display,New
CUST-02136,2025-09-08,Northeast,Display,Returning
CUST-02137,2025-07-18,Midwest,Paid Social,New
CUST-02138,2025-01-09,West,Display,Returning
CUST-02139,2025-07-16,South,Organic/Direct,New
CUST-02140,2025-05-27,South,Paid Search,New
CUST-02141,2025-09-13,South,Display,Returning
CUST-02142,2025-11-16,West,Paid Social,New
CUST-02143,2025-12-18,Midwest,Paid Social,New
CUST-02144,2025-08-11,Midwest,Paid Social,New
CUST-02145,2025-05-13,South,Organic/Direct,New
CUST-02146,2025-06-12,Northeast,Paid Search,Returning
CUST-02147,2025-03-06,West,Paid Social,New
CUST-02148,2025-12-08,Northeast,Affiliate,New
CUST-02149,2025-11-06,Northeast,Paid Search,New
CUST-02150,2025-11-08,West,Display,New
CUST-02151,2025-04-30,Midwest,Organic/Direct,New
CUST-02152,2025-04-28,Northeast,Paid Search,Returning
CUST-02153,2025-11-09,Northeast,Paid Search,New
CUST-02154,2025-07-18,South,Organic/Direct,Returning
CUST-02155,2025-09-15,West,Paid Search,New
CUST-02156,2025-06-28,Northeast,Paid Search,New
CUST-02157,2025-06-11,Northeast,Organic/Direct,New
CUST-02158,2025-08-19,Midwest,Organic/Direct,Returning
CUST-02159,2025-10-24,West,Affiliate,VIP
CUST-02160,2025-05-02,Midwest,Email,New
CUST-02161,2025-10-23,West,Organic/Direct,VIP
CUST-02162,2025-03-31,West,Affiliate,New
CUST-02163,2025-05-28,Midwest,Affiliate,Returning
CUST-02164,2025-11-30,West,Organic/Direct,Returning
CUST-02165,2025-12-15,South,Affiliate,New
CUST-02166,2025-12-04,South,Email,New
CUST-02167,2025-04-26,Midwest,Paid Social,New
CUST-02168,2025-11-04,West,Email,Returning
CUST-02169,2025-12-08,South,Email,New
CUST-02170,2025-12-24,South,Paid Social,Returning
CUST-02171,2025-01-08,West,Email,New
CUST-02172,2025-09-29,Midwest,Organic/Direct,VIP
CUST-02173,2025-12-30,West,Paid Social,New
CUST-02174,2025-10-07,West,Paid Search,Returning
CUST-02175,2025-03-27,Northeast,Paid Social,New
CUST-02176,2025-10-06,Northeast,Paid Search,New
CUST-02177,2025-02-08,Midwest,Display,New
CUST-02178,2025-06-25,West,Email,Returning
CUST-02179,2025-08-17,Midwest,Paid Social,New
CUST-02180,2025-06-16,South,Organic/Direct,Returning
CUST-02181,2025-09-13,Northeast,Paid Search,VIP
CUST-02182,2025-03-29,Midwest,Paid Search,New
CUST-02183,2025-08-10,South,Organic/Direct,New
CUST-02184,2025-08-24,Northeast,Email,New
CUST-02185,2025-08-20,West,Display,New
CUST-02186,2025-04-16,Northeast,Organic/Direct,New
CUST-02187,2025-04-22,West,Organic/Direct,Returning
CUST-02188,2025-04-05,Northeast,Paid Search,New
CUST-02189,2025-06-18,West,Display,New
CUST-02190,2025-08-02,South,Display,Returning
CUST-02191,2025-05-13,Northeast,Paid Search,New
CUST-02192,2025-05-30,Northeast,Organic/Direct,Returning
CUST-02193,2025-04-15,Northeast,Paid Social,VIP
CUST-02194,2025-03-21,South,Organic/Direct,New
CUST-02195,2025-08-28,West,Affiliate,New
CUST-02196,2025-10-25,Midwest,Email,Returning
CUST-02197,2025-04-17,Midwest,Paid Search,Returning
CUST-02198,2025-11-11,South,Organic/Direct,Returning
CUST-02199,2025-07-28,South,Email,Returning
CUST-02200,2025-03-03,South,Paid Search,New
CUST-02201,2025-05-14,Midwest,Paid Search,New
CUST-02202,2025-01-03,South,Display,Returning
CUST-02203,2025-01-15,West,Paid Search,Returning
CUST-02204,2025-05-03,Midwest,Affiliate,Returning
CUST-02205,2025-06-15,Northeast,Affiliate,New
CUST-02206,2025-10-19,Northeast,Paid Social,Returning
CUST-02207,2025-02-19,South,Affiliate,New
CUST-02208,2025-11-03,Midwest,Paid Social,New
CUST-02209,2025-03-27,West,Organic/Direct,New
CUST-02210,2025-02-20,South,Organic/Direct,New
CUST-02211,2025-09-13,South,Paid Social,Returning
CUST-02212,2025-10-10,South,Email,New
CUST-02213,2025-08-09,Northeast,Email,Returning
CUST-02214,2025-02-12,West,Organic/Direct,New
CUST-02215,2025-02-12,Northeast,Paid Social,New
CUST-02216,2025-05-23,South,Affiliate,New
CUST-02217,2025-06-14,West,Organic/Direct,New
CUST-02218,2025-12-31,South,Paid Search,Returning
CUST-02219,2025-04-15,West,Email,New
CUST-02220,2025-03-12,Midwest,Paid Search,New
CUST-02221,2025-12-12,West,Affiliate,New
CUST-02222,2025-02-26,South,Paid Social,New
CUST-02223,2025-01-10,South,Organic/Direct,New
CUST-02224,2025-06-04,Northeast,Paid Social,VIP
CUST-02225,2025-05-27,Northeast,Paid Search,New
CUST-02226,2025-08-15,South,Organic/Direct,New
CUST-02227,2025-11-17,Northeast,Organic/Direct,Returning
CUST-02228,2025-12-07,South,Affiliate,Returning
CUST-02229,2025-04-16,West,Display,New
CUST-02230,2025-12-24,West,Paid Social,Returning
CUST-02231,2025-08-19,Northeast,Affiliate,VIP
CUST-02232,2025-01-26,West,Paid Search,New
CUST-02233,2025-12-09,Northeast,Paid Search,New
CUST-02234,2025-02-20,Midwest,Organic/Direct,Returning
CUST-02235,2025-08-03,West,Display,Returning
CUST-02236,2025-10-16,Northeast,Paid Search,VIP
CUST-02237,2025-04-02,Northeast,Paid Search,New
CUST-02238,2025-04-09,Northeast,Organic/Direct,VIP
CUST-02239,2025-06-23,South,Paid Search,New
CUST-02240,2025-11-19,West,Paid Social,Returning
CUST-02241,2025-03-23,Northeast,Paid Search,Returning
CUST-02242,2025-08-31,Northeast,Paid Search,New
CUST-02243,2025-06-15,South,Paid Social,New
CUST-02244,2025-02-10,Northeast,Organic/Direct,Returning
CUST-02245,2025-09-17,South,Paid Social,Returning
CUST-02246,2025-10-31,West,Email,New
CUST-02247,2025-07-30,South,Display,Returning
CUST-02248,2025-03-06,West,Email,New
CUST-02249,2025-02-26,South,Display,New
CUST-02250,2025-06-04,West,Affiliate,New
CUST-02251,2025-07-04,Northeast,Affiliate,VIP
CUST-02252,2025-07-21,Northeast,Affiliate,New
CUST-02253,2025-03-30,South,Display,Returning
CUST-02254,2025-07-02,Northeast,Display,New
CUST-02255,2025-04-18,West,Display,VIP
CUST-02256,2025-09-08,South,Paid Search,Returning
CUST-02257,2025-10-18,West,Affiliate,New
CUST-02258,2025-08-27,Midwest,Display,New
CUST-02259,2025-01-01,Midwest,Paid Social,New
CUST-02260,2025-12-29,South,Organic/Direct,New
CUST-02261,2025-01-09,Northeast,Paid Social,Returning
CUST-02262,2025-12-31,South,Paid Social,Returning
CUST-02263,2025-01-12,South,Organic/Direct,New
CUST-02264,2025-07-08,West,Paid Social,Returning
CUST-02265,2025-02-08,South,Paid Social,New
CUST-02266,2025-02-04,Northeast,Paid Social,New
CUST-02267,2025-09-07,Midwest,Organic/Direct,New
CUST-02268,2025-09-23,South,Email,New
CUST-02269,2025-02-13,Northeast,Affiliate,Returning
CUST-02270,2025-12-23,Midwest,Display,New
CUST-02271,2025-04-27,Midwest,Affiliate,Returning
CUST-02272,2025-04-27,Northeast,Organic/Direct,New
CUST-02273,2025-04-19,South,Organic/Direct,Returning
CUST-02274,2025-06-18,Northeast,Paid Social,New
CUST-02275,2025-03-06,South,Organic/Direct,New
CUST-02276,2025-06-05,Northeast,Email,New
CUST-02277,2025-03-18,South,Paid Search,New
CUST-02278,2025-01-19,Northeast,Paid Social,New
CUST-02279,2025-05-15,West,Affiliate,New
CUST-02280,2025-09-03,Northeast,Paid Search,Returning
CUST-02281,2025-10-06,South,Affiliate,New
CUST-02282,2025-05-09,Midwest,Paid Social,Returning
CUST-02283,2025-04-29,Northeast,Email,Returning
CUST-02284,2025-10-15,Midwest,Paid Search,New
CUST-02285,2025-09-06,West,Organic/Direct,Returning
CUST-02286,2025-10-31,West,Paid Social,New
CUST-02287,2025-11-27,Midwest,Paid Search,Returning
CUST-02288,2025-10-27,Northeast,Paid Social,Returning
CUST-02289,2025-12-08,South,Email,Returning
CUST-02290,2025-06-02,South,Affiliate,New
CUST-02291,2025-05-25,Northeast,Email,Returning
CUST-02292,2025-04-28,South,Paid Search,New
CUST-02293,2025-03-27,South,Organic/Direct,New
CUST-02294,2025-10-01,South,Email,New
CUST-02295,2025-09-18,Midwest,Paid Search,New
CUST-02296,2025-10-20,Midwest,Display,Returning
CUST-02297,2025-03-03,Northeast,Affiliate,Returning
CUST-02298,2025-06-29,South,Affiliate,New
CUST-02299,2025-03-23,Northeast,Paid Social,Returning
CUST-02300,2025-11-22,South,Paid Social,Returning
CUST-02301,2025-04-08,South,Email,VIP
CUST-02302,2025-02-22,South,Paid Search,Returning
CUST-02303,2025-07-28,Northeast,Paid Social,New
CUST-02304,2025-11-17,Midwest,Organic/Direct,New
CUST-02305,2025-12-01,Midwest,Affiliate,Returning
CUST-02306,2025-02-05,South,Paid Social,New
CUST-02307,2025-04-29,West,Paid Search,VIP
CUST-02308,2025-02-26,Midwest,Display,VIP
CUST-02309,2025-04-23,West,Paid Social,VIP
CUST-02310,2025-07-14,Northeast,Paid Search,New
CUST-02311,2025-04-13,Midwest,Paid Search,Returning
CUST-02312,2025-01-25,Northeast,Display,Returning
CUST-02313,2025-07-06,South,Affiliate,New
CUST-02314,2025-01-20,Northeast,Paid Search,New
CUST-02315,2025-03-24,Northeast,Paid Search,New
CUST-02316,2025-01-01,South,Affiliate,New
CUST-02317,2025-02-01,South,Affiliate,VIP
CUST-02318,2025-06-09,Northeast,Affiliate,Returning
CUST-02319,2025-11-07,Northeast,Paid Search,New
CUST-02320,2025-10-10,South,Display,New
CUST-02321,2025-02-06,Midwest,Organic/Direct,New
CUST-02322,2025-01-13,Northeast,Affiliate,New
CUST-02323,2025-05-04,South,Paid Search,New
CUST-02324,2025-08-27,Northeast,Affiliate,Returning
CUST-02325,2025-09-30,South,Paid Social,Returning
CUST-02326,2025-10-28,Midwest,Paid Search,Returning
CUST-02327,2025-05-05,Northeast,Paid Social,Returning
CUST-02328,2025-03-03,Northeast,Organic/Direct,New
CUST-02329,2025-01-10,Northeast,Paid Social,Returning
CUST-02330,2025-02-23,Northeast,Organic/Direct,New
CUST-02331,2025-01-24,Midwest,Email,New
CUST-02332,2025-11-11,West,Email,New
CUST-02333,2025-04-08,West,Paid Search,New
CUST-02334,2025-10-28,Midwest,Affiliate,New
CUST-02335,2025-07-21,South,Paid Search,New
CUST-02336,2025-07-16,South,Email,New
CUST-02337,2025-06-15,West,Paid Social,VIP
CUST-02338,2025-10-27,Northeast,Paid Social,New
CUST-02339,2025-01-16,Midwest,Email,New
CUST-02340,2025-02-03,Midwest,Paid Search,VIP
CUST-02341,2025-06-04,Northeast,Paid Social,Returning
CUST-02342,2025-05-24,Midwest,Organic/Direct,New
CUST-02343,2025-07-19,West,Paid Search,VIP
CUST-02344,2025-09-27,West,Paid Social,New
CUST-02345,2025-08-03,Northeast,Paid Social,New
CUST-02346,2025-04-04,Midwest,Paid Social,New
CUST-02347,2025-04-30,Midwest,Affiliate,New
CUST-02348,2025-10-02,Midwest,Paid Social,Returning
CUST-02349,2025-03-15,South,Email,New
CUST-02350,2025-07-04,Northeast,Affiliate,Returning
CUST-02351,2025-07-16,West,Paid Social,Returning
CUST-02352,2025-10-01,West,Organic/Direct,VIP
CUST-02353,2025-09-18,South,Organic/Direct,New
CUST-02354,2025-06-19,South,Paid Search,New
CUST-02355,2025-04-23,South,Paid Social,VIP
CUST-02356,2025-05-15,Midwest,Paid Search,Returning
CUST-02357,2025-05-31,Northeast,Paid Search,New
CUST-02358,2025-03-22,South,Email,New
CUST-02359,2025-08-17,Northeast,Affiliate,Returning
CUST-02360,2025-03-18,West,Paid Social,Returning
CUST-02361,2025-08-25,Midwest,Paid Social,Returning
CUST-02362,2025-10-02,Midwest,Paid Social,Returning
CUST-02363,2025-12-18,Midwest,Organic/Direct,New
CUST-02364,2025-02-13,West,Organic/Direct,New
CUST-02365,2025-10-05,Northeast,Paid Search,Returning
CUST-02366,2025-02-01,Northeast,Affiliate,Returning
CUST-02367,2025-05-04,Northeast,Email,New
CUST-02368,2025-03-06,South,Affiliate,Returning
CUST-02369,2025-03-01,West,Affiliate,New
CUST-02370,2025-03-06,Northeast,Organic/Direct,New
CUST-02371,2025-01-17,West,Paid Search,VIP
CUST-02372,2025-10-28,Midwest,Paid Social,New
CUST-02373,2025-01-23,South,Organic/Direct,New
CUST-02374,2025-05-26,Northeast,Paid Search,Returning
CUST-02375,2025-09-13,Midwest,Paid Search,New
CUST-02376,2025-12-28,South,Display,New
CUST-02377,2025-11-08,South,Display,Returning
CUST-02378,2025-02-20,Northeast,Affiliate,New
CUST-02379,2025-12-27,West,Display,Returning
CUST-02380,2025-08-27,West,Affiliate,New
CUST-02381,2025-03-07,Midwest,Paid Search,New
CUST-02382,2025-06-13,South,Affiliate,Returning
CUST-02383,2025-12-02,South,Display,New
CUST-02384,2025-05-24,Northeast,Organic/Direct,Returning
CUST-02385,2025-03-09,West,Paid Social,VIP
CUST-02386,2025-11-16,Midwest,Paid Search,Returning
CUST-02387,2025-12-14,South,Display,New
CUST-02388,2025-12-23,Northeast,Paid Social,New
CUST-02389,2025-12-15,Midwest,Paid Search,Returning
CUST-02390,2025-11-15,South,Organic/Direct,New
CUST-02391,2025-06-15,South,Email,Returning
CUST-02392,2025-03-12,West,Paid Social,Returning
CUST-02393,2025-08-14,West,Paid Search,New
CUST-02394,2025-03-22,Northeast,Paid Search,New
CUST-02395,2025-06-22,Midwest,Display,Returning
CUST-02396,2025-08-28,Midwest,Email,Returning
CUST-02397,2025-12-12,Midwest,Paid Search,New
CUST-02398,2025-04-16,Midwest,Paid Social,Returning
CUST-02399,2025-04-02,West,Paid Search,Returning
CUST-02400,2025-09-26,South,Paid Search,New
CUST-02401,2025-01-03,Northeast,Paid Social,New
CUST-02402,2025-07-26,Midwest,Email,Returning
CUST-02403,2025-09-30,South,Paid Search,Returning
CUST-02404,2025-07-21,Midwest,Paid Social,VIP
CUST-02405,2025-05-21,Northeast,Email,New
CUST-02406,2025-10-30,Midwest,Paid Social,Returning
CUST-02407,2025-05-16,Midwest,Paid Search,Returning
CUST-02408,2025-09-17,Northeast,Paid Search,Returning
CUST-02409,2025-06-19,South,Paid Search,New
CUST-02410,2025-01-10,Midwest,Paid Social,New
CUST-02411,2025-07-13,South,Display,New
CUST-02412,2025-01-19,South,Paid Search,New
CUST-02413,2025-12-06,West,Display,New
CUST-02414,2025-08-08,Northeast,Display,VIP
CUST-02415,2025-05-16,Northeast,Paid Search,New
CUST-02416,2025-06-27,Midwest,Paid Search,VIP
CUST-02417,2025-08-15,Midwest,Paid Search,New
CUST-02418,2025-04-05,Midwest,Paid Search,Returning
CUST-02419,2025-04-16,South,Email,New
CUST-02420,2025-06-02,Northeast,Paid Search,Returning
CUST-02421,2025-04-05,Northeast,Organic/Direct,Returning
CUST-02422,2025-10-04,Midwest,Email,VIP
CUST-02423,2025-02-07,South,Display,New
CUST-02424,2025-10-29,West,Display,New
CUST-02425,2025-05-08,South,Email,VIP
CUST-02426,2025-07-24,South,Organic/Direct,New
CUST-02427,2025-02-27,South,Organic/Direct,Returning
CUST-02428,2025-05-21,South,Paid Social,New
CUST-02429,2025-10-03,Northeast,Paid Search,New
CUST-02430,2025-04-09,South,Paid Social,Returning
CUST-02431,2025-02-18,South,Paid Search,Returning
CUST-02432,2025-07-10,Midwest,Email,Returning
CUST-02433,2025-03-01,South,Paid Social,New
CUST-02434,2025-04-25,Midwest,Email,Returning
CUST-02435,2025-06-14,Midwest,Display,VIP
CUST-02436,2025-07-25,Northeast,Paid Social,New
CUST-02437,2025-08-22,South,Email,New
CUST-02438,2025-09-04,West,Paid Social,New
CUST-02439,2025-11-05,Northeast,Display,Returning
CUST-02440,2025-01-25,Midwest,Affiliate,New
CUST-02441,2025-05-13,Northeast,Paid Search,Returning
CUST-02442,2025-01-01,Northeast,Affiliate,New
CUST-02443,2025-01-04,West,Paid Search,Returning
CUST-02444,2025-03-19,Midwest,Display,Returning
CUST-02445,2025-08-07,Midwest,Affiliate,New
CUST-02446,2025-11-23,Midwest,Paid Social,New
CUST-02447,2025-10-10,West,Affiliate,New
CUST-02448,2025-08-24,Northeast,Organic/Direct,New
CUST-02449,2025-10-12,South,Display,New
CUST-02450,2025-03-04,Midwest,Email,Returning
CUST-02451,2025-11-03,Northeast,Display,New
CUST-02452,2025-11-21,South,Paid Social,New
CUST-02453,2025-02-04,Northeast,Display,New
CUST-02454,2025-06-21,South,Organic/Direct,New
CUST-02455,2025-10-30,Northeast,Paid Search,VIP
CUST-02456,2025-06-23,South,Paid Search,New
CUST-02457,2025-11-03,South,Paid Social,New
CUST-02458,2025-12-08,South,Paid Search,New
CUST-02459,2025-06-23,Northeast,Paid Social,VIP
CUST-02460,2025-01-22,South,Paid Search,Returning
CUST-02461,2025-05-05,West,Affiliate,New
CUST-02462,2025-03-20,Northeast,Paid Search,Returning
CUST-02463,2025-06-23,Midwest,Paid Social,Returning
CUST-02464,2025-08-02,West,Affiliate,Returning
CUST-02465,2025-06-19,Northeast,Paid Social,New
CUST-02466,2025-03-13,South,Paid Social,Returning
CUST-02467,2025-04-20,South,Display,Returning
CUST-02468,2025-09-06,Northeast,Organic/Direct,New
CUST-02469,2025-01-10,South,Affiliate,New
CUST-02470,2025-03-20,South,Paid Search,New
CUST-02471,2025-11-22,Midwest,Paid Search,New
CUST-02472,2025-02-06,West,Organic/Direct,New
CUST-02473,2025-06-01,Northeast,Affiliate,Returning
CUST-02474,2025-03-17,Midwest,Display,Returning
CUST-02475,2025-02-08,West,Affiliate,New
CUST-02476,2025-06-04,Northeast,Paid Search,New
CUST-02477,2025-07-10,West,Email,Returning
CUST-02478,2025-03-06,Northeast,Display,New
CUST-02479,2025-01-29,Midwest,Organic/Direct,New
CUST-02480,2025-02-19,Northeast,Paid Search,Returning
CUST-02481,2025-08-26,South,Affiliate,New
CUST-02482,2025-11-11,South,Paid Search,New
CUST-02483,2025-03-07,West,Organic/Direct,Returning
CUST-02484,2025-04-27,West,Paid Social,Returning
CUST-02485,2025-05-06,South,Display,New
CUST-02486,2025-05-12,South,Paid Search,Returning
CUST-02487,2025-03-31,Midwest,Affiliate,VIP
CUST-02488,2025-01-21,West,Affiliate,New
CUST-02489,2025-07-11,South,Paid Social,Returning
CUST-02490,2025-05-11,West,Organic/Direct,New
CUST-02491,2025-05-05,Northeast,Organic/Direct,New
CUST-02492,2025-04-07,Midwest,Organic/Direct,New
CUST-02493,2025-12-06,South,Paid Social,New
CUST-02494,2025-08-11,Northeast,Display,New
CUST-02495,2025-06-02,Northeast,Email,Returning
CUST-02496,2025-03-16,West,Affiliate,New
CUST-02497,2025-10-20,Midwest,Email,Returning
CUST-02498,2025-11-21,Northeast,Affiliate,New
CUST-02499,2025-01-12,Midwest,Paid Search,Returning
CUST-02500,2025-12-06,Midwest,Paid Social,New
CUST-02501,2025-09-13,South,Paid Search,New
CUST-02502,2025-02-06,West,Paid Social,Returning
CUST-02503,2025-10-02,West,Paid Search,Returning
CUST-02504,2025-02-09,South,Paid Search,New
CUST-02505,2025-01-19,South,Display,New
CUST-02506,2025-02-12,Midwest,Email,Returning
CUST-02507,2025-06-17,West,Paid Search,Returning
CUST-02508,2025-08-15,Northeast,Display,New
CUST-02509,2025-05-29,Northeast,Organic/Direct,Returning
CUST-02510,2025-02-14,West,Organic/Direct,New
CUST-02511,2025-03-14,West,Organic/Direct,New
CUST-02512,2025-11-08,Midwest,Organic/Direct,Returning
CUST-02513,2025-12-18,South,Affiliate,VIP
CUST-02514,2025-10-03,Midwest,Organic/Direct,New
CUST-02515,2025-02-07,Midwest,Organic/Direct,New
CUST-02516,2025-10-27,Midwest,Paid Social,New
CUST-02517,2025-09-10,Northeast,Organic/Direct,Returning
CUST-02518,2025-07-12,South,Display,New
CUST-02519,2025-02-22,Midwest,Display,New
CUST-02520,2025-12-30,South,Organic/Direct,New
CUST-02521,2025-06-11,Northeast,Paid Social,Returning
CUST-02522,2025-01-17,West,Paid Social,New
CUST-02523,2025-03-18,South,Affiliate,Returning
CUST-02524,2025-05-27,West,Display,New
CUST-02525,2025-01-23,Northeast,Organic/Direct,New
CUST-02526,2025-04-29,South,Organic/Direct,New
CUST-02527,2025-06-20,West,Display,New
CUST-02528,2025-12-13,Midwest,Organic/Direct,New
CUST-02529,2025-02-01,Northeast,Paid Search,New
CUST-02530,2025-07-30,Northeast,Organic/Direct,New
CUST-02531,2025-12-01,Midwest,Paid Search,New
CUST-02532,2025-10-22,Midwest,Email,New
CUST-02533,2025-12-04,Midwest,Paid Search,New
CUST-02534,2025-03-04,Midwest,Affiliate,New
CUST-02535,2025-10-20,South,Paid Social,New
CUST-02536,2025-12-24,Northeast,Paid Search,Returning
CUST-02537,2025-04-30,Midwest,Affiliate,VIP
CUST-02538,2025-07-02,South,Display,Returning
CUST-02539,2025-07-13,Northeast,Paid Search,New
CUST-02540,2025-06-30,Northeast,Affiliate,VIP
CUST-02541,2025-04-16,Northeast,Paid Search,VIP
CUST-02542,2025-12-21,Northeast,Paid Search,New
CUST-02543,2025-12-16,Midwest,Paid Search,New
CUST-02544,2025-05-19,Northeast,Affiliate,Returning
CUST-02545,2025-10-21,Midwest,Display,VIP
CUST-02546,2025-05-26,West,Affiliate,Returning
CUST-02547,2025-10-18,West,Organic/Direct,Returning
CUST-02548,2025-08-02,Northeast,Affiliate,Returning
CUST-02549,2025-06-21,Midwest,Display,VIP
CUST-02550,2025-02-16,Midwest,Organic/Direct,New
CUST-02551,2025-08-27,West,Paid Social,New
CUST-02552,2025-04-28,West,Paid Search,Returning
CUST-02553,2025-03-21,Northeast,Paid Search,New
CUST-02554,2025-03-12,Northeast,Affiliate,New
CUST-02555,2025-12-25,Midwest,Email,New
CUST-02556,2025-02-07,West,Paid Search,New
CUST-02557,2025-10-19,West,Organic/Direct,New
CUST-02558,2025-11-13,Northeast,Organic/Direct,Returning
CUST-02559,2025-01-12,South,Paid Social,New
CUST-02560,2025-08-04,Northeast,Paid Search,Returning
CUST-02561,2025-07-30,South,Paid Search,New
CUST-02562,2025-05-11,West,Paid Social,VIP
CUST-02563,2025-09-01,Midwest,Organic/Direct,Returning
CUST-02564,2025-05-30,Northeast,Affiliate,VIP
CUST-02565,2025-06-10,South,Paid Search,New
CUST-02566,2025-06-07,Midwest,Email,New
CUST-02567,2025-10-20,West,Paid Search,Returning
CUST-02568,2025-08-20,Midwest,Paid Social,Returning
CUST-02569,2025-05-19,West,Paid Social,New
CUST-02570,2025-12-05,Midwest,Affiliate,Returning
CUST-02571,2025-10-20,Northeast,Email,Returning
CUST-02572,2025-12-07,Midwest,Organic/Direct,New
CUST-02573,2025-09-24,Northeast,Paid Search,Returning
CUST-02574,2025-05-23,Midwest,Display,New
CUST-02575,2025-10-10,South,Paid Search,New
CUST-02576,2025-05-01,Northeast,Paid Social,Returning
CUST-02577,2025-04-09,Northeast,Organic/Direct,New
CUST-02578,2025-06-14,Northeast,Affiliate,Returning
CUST-02579,2025-12-20,Northeast,Paid Search,Returning
CUST-02580,2025-07-27,West,Email,VIP
CUST-02581,2025-05-21,West,Display,New
CUST-02582,2025-06-18,Northeast,Organic/Direct,New
CUST-02583,2025-04-17,South,Affiliate,New
CUST-02584,2025-08-29,South,Paid Search,Returning
CUST-02585,2025-05-08,West,Email,New
CUST-02586,2025-07-22,Midwest,Paid Search,Returning
CUST-02587,2025-05-15,Midwest,Paid Search,New
CUST-02588,2025-04-28,Midwest,Affiliate,New
CUST-02589,2025-12-21,West,Display,Returning
CUST-02590,2025-05-07,South,Paid Search,Returning
CUST-02591,2025-01-26,Midwest,Display,New
CUST-02592,2025-05-19,Northeast,Display,Returning
CUST-02593,2025-07-14,South,Display,New
CUST-02594,2025-02-04,West,Paid Social,Returning
CUST-02595,2025-04-22,Midwest,Paid Social,New
CUST-02596,2025-03-02,South,Paid Search,New
CUST-02597,2025-07-02,Midwest,Paid Search,New
CUST-02598,2025-09-21,Midwest,Paid Social,New
CUST-02599,2025-12-20,South,Paid Social,Returning
CUST-02600,2025-05-23,South,Paid Search,New
CUST-02601,2025-11-12,West,Paid Search,New
CUST-02602,2025-03-20,Midwest,Organic/Direct,New
CUST-02603,2025-10-12,Midwest,Display,New
CUST-02604,2025-07-25,Midwest,Paid Social,Returning
CUST-02605,2025-10-04,Northeast,Organic/Direct,New
CUST-02606,2025-10-03,Midwest,Paid Search,Returning
CUST-02607,2025-07-14,Northeast,Paid Social,Returning
CUST-02608,2025-04-04,Midwest,Organic/Direct,New
CUST-02609,2025-07-12,Northeast,Email,Returning
CUST-02610,2025-10-29,Midwest,Paid Search,New
CUST-02611,2025-12-21,South,Paid Social,New
CUST-02612,2025-12-05,Northeast,Email,New
CUST-02613,2025-03-08,South,Affiliate,New
CUST-02614,2025-08-07,West,Paid Social,New
CUST-02615,2025-02-08,South,Paid Social,New
CUST-02616,2025-09-02,Northeast,Paid Social,Returning
CUST-02617,2025-12-29,Midwest,Email,New
CUST-02618,2025-01-20,South,Paid Search,VIP
CUST-02619,2025-08-28,Midwest,Organic/Direct,New
CUST-02620,2025-12-12,Northeast,Display,Returning
CUST-02621,2025-11-06,Midwest,Paid Social,New
CUST-02622,2025-05-24,South,Display,New
CUST-02623,2025-02-07,Northeast,Paid Search,New
CUST-02624,2025-12-04,South,Paid Social,VIP
CUST-02625,2025-12-03,Northeast,Email,VIP
CUST-02626,2025-07-31,Midwest,Email,New
CUST-02627,2025-12-24,West,Display,Returning
